label,gross,period,num_dependants,expected_adjustment,source
"MLA2 $1552/weekly/3ch",1552,weekly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1552/weekly/4ch",1552,weekly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1552/weekly/5ch",1552,weekly,5,8,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1655/weekly/spouse",1655,weekly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1655/weekly/1ch",1655,weekly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1655/weekly/2ch",1655,weekly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1655/weekly/3ch",1655,weekly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1655/weekly/4ch",1655,weekly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1655/weekly/5ch",1655,weekly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1656/weekly/spouse",1656,weekly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1656/weekly/1ch",1656,weekly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1656/weekly/2ch",1656,weekly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1656/weekly/3ch",1656,weekly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1656/weekly/4ch",1656,weekly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1656/weekly/5ch",1656,weekly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1074/fortnightly/spouse",1074,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1074/fortnightly/1ch",1074,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1074/fortnightly/2ch",1074,fortnightly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1074/fortnightly/3ch",1074,fortnightly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1074/fortnightly/4ch",1074,fortnightly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1074/fortnightly/5ch",1074,fortnightly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1076/fortnightly/spouse",1076,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1076/fortnightly/1ch",1076,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1076/fortnightly/2ch",1076,fortnightly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1076/fortnightly/3ch",1076,fortnightly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1076/fortnightly/4ch",1076,fortnightly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1076/fortnightly/5ch",1076,fortnightly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1208/fortnightly/spouse",1208,fortnightly,0,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1208/fortnightly/1ch",1208,fortnightly,1,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1208/fortnightly/2ch",1208,fortnightly,2,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1208/fortnightly/3ch",1208,fortnightly,3,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1208/fortnightly/4ch",1208,fortnightly,4,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1208/fortnightly/5ch",1208,fortnightly,5,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1210/fortnightly/spouse",1210,fortnightly,0,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1210/fortnightly/1ch",1210,fortnightly,1,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1210/fortnightly/2ch",1210,fortnightly,2,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1210/fortnightly/3ch",1210,fortnightly,3,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1210/fortnightly/4ch",1210,fortnightly,4,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1210/fortnightly/5ch",1210,fortnightly,5,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1344/fortnightly/spouse",1344,fortnightly,0,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1344/fortnightly/1ch",1344,fortnightly,1,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1344/fortnightly/2ch",1344,fortnightly,2,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1344/fortnightly/3ch",1344,fortnightly,3,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1344/fortnightly/4ch",1344,fortnightly,4,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1344/fortnightly/5ch",1344,fortnightly,5,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1346/fortnightly/spouse",1346,fortnightly,0,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1346/fortnightly/1ch",1346,fortnightly,1,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1346/fortnightly/2ch",1346,fortnightly,2,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1346/fortnightly/3ch",1346,fortnightly,3,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1346/fortnightly/4ch",1346,fortnightly,4,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1346/fortnightly/5ch",1346,fortnightly,5,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1412/fortnightly/spouse",1412,fortnightly,0,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1412/fortnightly/1ch",1412,fortnightly,1,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1412/fortnightly/2ch",1412,fortnightly,2,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1412/fortnightly/3ch",1412,fortnightly,3,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1412/fortnightly/4ch",1412,fortnightly,4,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1412/fortnightly/5ch",1412,fortnightly,5,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1414/fortnightly/spouse",1414,fortnightly,0,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1414/fortnightly/1ch",1414,fortnightly,1,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1414/fortnightly/2ch",1414,fortnightly,2,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1414/fortnightly/3ch",1414,fortnightly,3,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1414/fortnightly/4ch",1414,fortnightly,4,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1414/fortnightly/5ch",1414,fortnightly,5,28,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1480/fortnightly/spouse",1480,fortnightly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1480/fortnightly/1ch",1480,fortnightly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1480/fortnightly/2ch",1480,fortnightly,2,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1480/fortnightly/3ch",1480,fortnightly,3,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1480/fortnightly/4ch",1480,fortnightly,4,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1480/fortnightly/5ch",1480,fortnightly,5,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1482/fortnightly/spouse",1482,fortnightly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1482/fortnightly/1ch",1482,fortnightly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1482/fortnightly/2ch",1482,fortnightly,2,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1482/fortnightly/3ch",1482,fortnightly,3,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1482/fortnightly/4ch",1482,fortnightly,4,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1482/fortnightly/5ch",1482,fortnightly,5,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1548/fortnightly/spouse",1548,fortnightly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1548/fortnightly/1ch",1548,fortnightly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1548/fortnightly/2ch",1548,fortnightly,2,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1548/fortnightly/3ch",1548,fortnightly,3,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1548/fortnightly/4ch",1548,fortnightly,4,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1548/fortnightly/5ch",1548,fortnightly,5,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1550/fortnightly/spouse",1550,fortnightly,0,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1550/fortnightly/1ch",1550,fortnightly,1,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1550/fortnightly/2ch",1550,fortnightly,2,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1550/fortnightly/3ch",1550,fortnightly,3,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1550/fortnightly/4ch",1550,fortnightly,4,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1550/fortnightly/5ch",1550,fortnightly,5,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1616/fortnightly/spouse",1616,fortnightly,0,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1616/fortnightly/1ch",1616,fortnightly,1,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1616/fortnightly/2ch",1616,fortnightly,2,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1616/fortnightly/3ch",1616,fortnightly,3,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1616/fortnightly/4ch",1616,fortnightly,4,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1616/fortnightly/5ch",1616,fortnightly,5,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1618/fortnightly/spouse",1618,fortnightly,0,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1618/fortnightly/1ch",1618,fortnightly,1,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1618/fortnightly/2ch",1618,fortnightly,2,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1618/fortnightly/3ch",1618,fortnightly,3,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1618/fortnightly/4ch",1618,fortnightly,4,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1618/fortnightly/5ch",1618,fortnightly,5,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1684/fortnightly/spouse",1684,fortnightly,0,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1684/fortnightly/1ch",1684,fortnightly,1,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1684/fortnightly/2ch",1684,fortnightly,2,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1684/fortnightly/3ch",1684,fortnightly,3,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1684/fortnightly/4ch",1684,fortnightly,4,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1684/fortnightly/5ch",1684,fortnightly,5,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1686/fortnightly/spouse",1686,fortnightly,0,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1686/fortnightly/1ch",1686,fortnightly,1,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1686/fortnightly/2ch",1686,fortnightly,2,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1686/fortnightly/3ch",1686,fortnightly,3,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1686/fortnightly/4ch",1686,fortnightly,4,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1686/fortnightly/5ch",1686,fortnightly,5,34,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1752/fortnightly/spouse",1752,fortnightly,0,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1752/fortnightly/1ch",1752,fortnightly,1,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1752/fortnightly/2ch",1752,fortnightly,2,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1752/fortnightly/3ch",1752,fortnightly,3,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1752/fortnightly/4ch",1752,fortnightly,4,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1752/fortnightly/5ch",1752,fortnightly,5,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1754/fortnightly/spouse",1754,fortnightly,0,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1754/fortnightly/1ch",1754,fortnightly,1,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1754/fortnightly/2ch",1754,fortnightly,2,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1754/fortnightly/3ch",1754,fortnightly,3,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1754/fortnightly/4ch",1754,fortnightly,4,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1754/fortnightly/5ch",1754,fortnightly,5,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1820/fortnightly/spouse",1820,fortnightly,0,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1820/fortnightly/1ch",1820,fortnightly,1,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1820/fortnightly/2ch",1820,fortnightly,2,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1820/fortnightly/3ch",1820,fortnightly,3,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1820/fortnightly/4ch",1820,fortnightly,4,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1820/fortnightly/5ch",1820,fortnightly,5,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1822/fortnightly/spouse",1822,fortnightly,0,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1822/fortnightly/1ch",1822,fortnightly,1,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1822/fortnightly/2ch",1822,fortnightly,2,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1822/fortnightly/3ch",1822,fortnightly,3,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1822/fortnightly/4ch",1822,fortnightly,4,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1822/fortnightly/5ch",1822,fortnightly,5,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1888/fortnightly/spouse",1888,fortnightly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1888/fortnightly/1ch",1888,fortnightly,1,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1888/fortnightly/2ch",1888,fortnightly,2,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1888/fortnightly/3ch",1888,fortnightly,3,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1888/fortnightly/4ch",1888,fortnightly,4,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1888/fortnightly/5ch",1888,fortnightly,5,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1890/fortnightly/spouse",1890,fortnightly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1890/fortnightly/1ch",1890,fortnightly,1,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1890/fortnightly/2ch",1890,fortnightly,2,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1890/fortnightly/3ch",1890,fortnightly,3,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1890/fortnightly/4ch",1890,fortnightly,4,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1890/fortnightly/5ch",1890,fortnightly,5,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1956/fortnightly/spouse",1956,fortnightly,0,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1956/fortnightly/1ch",1956,fortnightly,1,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1956/fortnightly/2ch",1956,fortnightly,2,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1956/fortnightly/3ch",1956,fortnightly,3,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1956/fortnightly/4ch",1956,fortnightly,4,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1956/fortnightly/5ch",1956,fortnightly,5,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1958/fortnightly/spouse",1958,fortnightly,0,24,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1958/fortnightly/1ch",1958,fortnightly,1,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1958/fortnightly/2ch",1958,fortnightly,2,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1958/fortnightly/3ch",1958,fortnightly,3,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1958/fortnightly/4ch",1958,fortnightly,4,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $1958/fortnightly/5ch",1958,fortnightly,5,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2024/fortnightly/spouse",2024,fortnightly,0,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2024/fortnightly/1ch",2024,fortnightly,1,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2024/fortnightly/2ch",2024,fortnightly,2,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2024/fortnightly/3ch",2024,fortnightly,3,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2024/fortnightly/4ch",2024,fortnightly,4,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2024/fortnightly/5ch",2024,fortnightly,5,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2026/fortnightly/spouse",2026,fortnightly,0,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2026/fortnightly/1ch",2026,fortnightly,1,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2026/fortnightly/2ch",2026,fortnightly,2,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2026/fortnightly/3ch",2026,fortnightly,3,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2026/fortnightly/4ch",2026,fortnightly,4,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2026/fortnightly/5ch",2026,fortnightly,5,40,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2092/fortnightly/spouse",2092,fortnightly,0,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2092/fortnightly/1ch",2092,fortnightly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2092/fortnightly/2ch",2092,fortnightly,2,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2092/fortnightly/3ch",2092,fortnightly,3,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2092/fortnightly/4ch",2092,fortnightly,4,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2092/fortnightly/5ch",2092,fortnightly,5,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2094/fortnightly/spouse",2094,fortnightly,0,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2094/fortnightly/1ch",2094,fortnightly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2094/fortnightly/2ch",2094,fortnightly,2,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2094/fortnightly/3ch",2094,fortnightly,3,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2094/fortnightly/4ch",2094,fortnightly,4,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2094/fortnightly/5ch",2094,fortnightly,5,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2160/fortnightly/spouse",2160,fortnightly,0,8,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2160/fortnightly/1ch",2160,fortnightly,1,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2160/fortnightly/2ch",2160,fortnightly,2,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2160/fortnightly/3ch",2160,fortnightly,3,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2160/fortnightly/4ch",2160,fortnightly,4,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2160/fortnightly/5ch",2160,fortnightly,5,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2162/fortnightly/spouse",2162,fortnightly,0,8,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2162/fortnightly/1ch",2162,fortnightly,1,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2162/fortnightly/2ch",2162,fortnightly,2,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2162/fortnightly/3ch",2162,fortnightly,3,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2162/fortnightly/4ch",2162,fortnightly,4,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2162/fortnightly/5ch",2162,fortnightly,5,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2228/fortnightly/spouse",2228,fortnightly,0,4,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2228/fortnightly/1ch",2228,fortnightly,1,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2228/fortnightly/2ch",2228,fortnightly,2,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2228/fortnightly/3ch",2228,fortnightly,3,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2228/fortnightly/4ch",2228,fortnightly,4,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2228/fortnightly/5ch",2228,fortnightly,5,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2230/fortnightly/spouse",2230,fortnightly,0,4,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2230/fortnightly/1ch",2230,fortnightly,1,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2230/fortnightly/2ch",2230,fortnightly,2,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2230/fortnightly/3ch",2230,fortnightly,3,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2230/fortnightly/4ch",2230,fortnightly,4,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2230/fortnightly/5ch",2230,fortnightly,5,44,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2296/fortnightly/spouse",2296,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2296/fortnightly/1ch",2296,fortnightly,1,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2296/fortnightly/2ch",2296,fortnightly,2,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2296/fortnightly/3ch",2296,fortnightly,3,46,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2296/fortnightly/4ch",2296,fortnightly,4,46,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2296/fortnightly/5ch",2296,fortnightly,5,46,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2298/fortnightly/spouse",2298,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2298/fortnightly/1ch",2298,fortnightly,1,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2298/fortnightly/2ch",2298,fortnightly,2,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2298/fortnightly/3ch",2298,fortnightly,3,46,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2298/fortnightly/4ch",2298,fortnightly,4,46,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2298/fortnightly/5ch",2298,fortnightly,5,46,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2364/fortnightly/spouse",2364,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2364/fortnightly/1ch",2364,fortnightly,1,10,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2364/fortnightly/2ch",2364,fortnightly,2,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2364/fortnightly/3ch",2364,fortnightly,3,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2364/fortnightly/4ch",2364,fortnightly,4,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2364/fortnightly/5ch",2364,fortnightly,5,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2366/fortnightly/spouse",2366,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2366/fortnightly/1ch",2366,fortnightly,1,8,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2366/fortnightly/2ch",2366,fortnightly,2,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2366/fortnightly/3ch",2366,fortnightly,3,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2366/fortnightly/4ch",2366,fortnightly,4,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2366/fortnightly/5ch",2366,fortnightly,5,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2432/fortnightly/spouse",2432,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2432/fortnightly/1ch",2432,fortnightly,1,4,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2432/fortnightly/2ch",2432,fortnightly,2,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2432/fortnightly/3ch",2432,fortnightly,3,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2432/fortnightly/4ch",2432,fortnightly,4,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2432/fortnightly/5ch",2432,fortnightly,5,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2434/fortnightly/spouse",2434,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2434/fortnightly/1ch",2434,fortnightly,1,4,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2434/fortnightly/2ch",2434,fortnightly,2,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2434/fortnightly/3ch",2434,fortnightly,3,36,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2434/fortnightly/4ch",2434,fortnightly,4,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2434/fortnightly/5ch",2434,fortnightly,5,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2500/fortnightly/spouse",2500,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2500/fortnightly/1ch",2500,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2500/fortnightly/2ch",2500,fortnightly,2,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2500/fortnightly/3ch",2500,fortnightly,3,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2500/fortnightly/4ch",2500,fortnightly,4,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2500/fortnightly/5ch",2500,fortnightly,5,50,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2502/fortnightly/spouse",2502,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
